(newlook appli)=0.6666666666666666
(oremonotagri gansata)=0.6666666666666666
(look reaction)=0.0625
(guess annafowlerphoto)=0.0023923444976076554
(man dead)=0.0036363636363636364
(guess keep)=0.004618937644341801
(mango lemon)=0.010273972602739725
(oh god)=0.03571428571428571
(authent mango)=0.6666666666666666
(tonightsgigsitu brought)=1.0
(realyarashahidi flashback)=1.0
(correct spell)=0.5
(skunkola guess)=1.0
(lot ppl)=0.14285714285714285
(fresh bottl)=0.1
(britishairway ryanair)=0.6666666666666666
(excus watch)=0.5
(moment basti)=0.4
(week wait)=0.06666666666666667
(guess coma)=0.002728512960436562
(world debut)=0.14285714285714285
(jacobwhitesid person)=0.6666666666666666
(guess come)=0.004219409282700422
(ct superb)=0.013793103448275862
(u popcorn)=8.038585209003215E-4
(dor embarrass)=0.2222222222222222
(la cantina)=0.007194244604316547
(realli need)=0.1111111111111111
(guess arent)=0.003389830508474576
(surpris ais)=0.6666666666666666
(ive dream)=0.03773584905660377
(buy karen)=0.1
(brighten bit)=0.6666666666666666
(levi distresseddenim)=0.009615384615384616
(fuck nigga)=0.14285714285714285
(kballasd excit)=1.0
(subodh common)=0.5
(alulu solid)=0.6666666666666666
(just watch)=0.018518518518518517
(tweet gigihadid)=0.058823529411764705
(day handsom)=0.016129032258064516
(rose gooseff)=0.5
(yall gotta)=0.6666666666666666
(spici coconut)=0.3333333333333333
(euro acowaytowork)=0.4
(just annoy)=0.01904761904761905
(valourrutiag california)=1.0
(nocontrolprojec guess)=1.0
(cosplay ww)=0.4
(make yearsquest)=0.034482758620689655
(mango im)=0.007371007371007371
(special deliveri)=0.2222222222222222
(u cut)=7.09471443774388E-4
(produc tom)=0.3333333333333333
(cht what)=0.3333333333333333
(eager tri)=0.2857142857142857
(letti jorge)=0.6666666666666666
(k d)=0.010475423045930701
(go sleep)=0.003870967741935484
(song put)=0.14285714285714285
(john saint)=0.4444444444444444
(winner comeback)=0.4
(blue like)=0.15384615384615385
(typo kiss)=0.6666666666666666
(feel anna)=0.09523809523809523
(hey drdan)=0.034482758620689655
(tres wont)=0.3333333333333333
(stream interrupt)=0.16666666666666666
(way end)=0.04081632653061224
(twitter keep)=0.2857142857142857
(hospit time)=0.6666666666666666
(chines artist)=0.3333333333333333
(servic social)=0.2222222222222222
(ssd die)=0.6666666666666666
(umm guess)=0.07407407407407407
(sakirth oh)=1.0
(work mmm)=0.03125
(treat work)=0.3333333333333333
(just roast)=0.0111731843575419
(tifffffff spend)=1.0
(gang gang)=0.5
(ditto pet)=0.6666666666666666
(thumb cut)=0.6666666666666666
(drunk vs)=0.4
(cloth mango)=0.5
(mango pomegran)=0.00558659217877095
(d amaz)=0.0011432926829268292
(rn saw)=0.023255813953488372
(hot dog)=0.03636363636363636
(casual day)=0.6666666666666666
(popular fruit)=0.7142857142857143
(ask postback)=0.07407407407407407
(dayb nice)=0.6666666666666666
(muesli passion)=0.6666666666666666
(ontario itim)=0.6666666666666666
(peopl serial)=0.05405405405405406
(note pineapplemangobak)=0.4
(poni tail)=0.6666666666666666
(neighbor move)=0.6666666666666666
(observ piec)=0.5
(mango passionfruit)=0.005917159763313609
(plus freaki)=0.5
(ice fresh)=0.025974025974025976
(come yay)=0.0425531914893617
(lemon tbh)=0.07142857142857142
(rip guess)=0.125
(guess dream)=0.004008016032064128
(joshdevinedrum onedirect)=1.0
(worldfestindia guess)=1.0
(place ill)=0.18181818181818182
(dinner salt)=0.3333333333333333
(isnt good)=0.2857142857142857
(ill just)=0.024793388429752067
(properti mango)=0.6666666666666666
(maleehaokh babar)=0.6666666666666666
(like song)=0.023809523809523808
(amaz chanc)=0.09523809523809523
(loriedden sandra)=1.0
(oh wow)=0.046511627906976744
(work guess)=0.041666666666666664
(broke mad)=0.2
(rant virgin)=0.2222222222222222
(scene wait)=0.5
(win what)=0.043478260869565216
(art wonder)=0.03225806451612903
(look jihad)=0.06451612903225806
(come ruin)=0.05405405405405406
(talha oggi)=0.6666666666666666
(worri hold)=0.6666666666666666
(work transport)=0.037037037037037035
(im look)=0.01098901098901099
(clue crust)=1.0
(total understand)=0.6666666666666666
(updat twitter)=0.2857142857142857
(aquarian left)=0.6666666666666666
(aspenann havent)=1.0
(day fun)=0.018518518518518517
(need perform)=0.06666666666666667
(habanero infus)=0.25
(kind design)=0.16666666666666666
(flatbread chop)=0.6666666666666666
(hey starbuck)=0.034482758620689655
(russtyruss panchoballard)=0.6666666666666666
(listen rag)=0.25
(bcs tanam)=0.6666666666666666
(ginadee tyler)=1.0
(that end)=0.017391304347826087
(hulksmash tiffanydollxxx)=1.0
(potato dont)=0.2857142857142857
(today guesstheaddress)=0.07692307692307693
(theyll just)=0.4
(star kind)=0.04878048780487805
(pebblehelp gah…)=1.0
(love myplac)=0.01818181818181818
(ice cream)=0.0641025641025641
(suit ep)=0.2857142857142857
(girl drunk)=0.07692307692307693
(nigga da)=0.3333333333333333
(aux vent)=0.5
(tend win)=0.4
(atom sauc)=0.6666666666666666
(candiesbrand spot)=1.0
(quaristic oh)=1.0
(unni guess)=0.2857142857142857
(orlando citi)=0.6666666666666666
(desjardin home)=0.6666666666666666
(xflyk nahhh)=1.0
(pastilla ice)=0.6666666666666666
(guess look)=0.002560819462227913
(mango liter)=0.0033277870216306157
(server guess)=0.4
(life ccot)=0.16666666666666666
(mango yogurt)=0.006734006734006734
(indianironi terrorist)=1.0
(bring pancak)=0.2
(ill soon)=0.017391304347826087
(add repair)=0.10526315789473684
(mango appar)=0.0051813471502590676
(guess isnt)=0.003738317757009346
(wrong hospit)=0.1111111111111111
(inact atm)=0.5
(sitg check)=0.4
(make zesti)=0.05405405405405406
(camp usa)=0.3333333333333333
(ingénieur électriqu)=0.6666666666666666
(mango salsa)=0.020134228187919462
(miss got)=0.0625
(mango wit)=0.007920792079207921
(parti train)=0.3333333333333333
(iphon plus)=0.18181818181818182
(best sale)=0.09090909090909091
(anthem pull)=0.6666666666666666
(andrighetto play)=0.6666666666666666
(nashgrier guess)=1.0
(condo cloud)=0.6666666666666666
(vair young)=0.6666666666666666
(prevent cancer)=0.3333333333333333
(hate hipster)=0.2857142857142857
(join guelph)=0.10526315789473684
(mango fanta)=0.006263048016701462
(that problemat)=0.03278688524590164
(guess coolest)=0.00261437908496732
(stafdavid mango)=1.0
(mango street)=0.007874015748031496
(antoinett rose)=1.0
(x mtvhottest)=0.010416666666666666
(im bore)=0.0057306590257879654
(video read)=0.058823529411764705
(winter landscap)=0.6666666666666666
(im mad)=0.014814814814814815
(night mango)=0.02857142857142857
(cmango mango)=0.6666666666666666
(guess gonna)=0.0045662100456621
(guess u)=0.007009345794392523
(patrioticm look)=0.6666666666666666
(cucumb watermelon)=0.5
(age twitter)=0.06451612903225806
(cake kailan)=0.08695652173913043
(bad just)=0.13333333333333333
(drink think)=0.2
(intuit groupon)=0.6666666666666666
(just tell)=0.014705882352941176
(coolatta sound)=0.6666666666666666
(torontobluejaysand guess)=0.6666666666666666
(tyler just)=0.6666666666666666
(like king)=0.021739130434782608
(want buy)=0.04
(skamill ragbon)=0.6666666666666666
(date deserv)=0.25
(make stop)=0.037037037037037035
(leav lévis)=0.2
(pour gravi)=0.4
(yeah weather)=0.2
(car good)=0.05714285714285714
(theyr buggin)=0.4
(gestionnair projet)=1.0
(docker levi)=0.4
(cheer offic)=0.5
(poster thatd)=0.4
(smh wrong)=0.5
(itskidrauhltim guess)=1.0
(store tend)=0.25
(dd tweet)=0.05263157894736842
(servic alimentair)=0.18181818181818182
(say sos)=0.06666666666666667
(mango leaf)=0.007407407407407408
(guess d)=0.022764227642276424
(copycat liar)=0.6666666666666666
(guess sign)=0.0030075187969924814
(fitbabessport lifteveryday)=0.6666666666666666
(slgamingcon slgamingcon)=0.4
(exact gut)=0.5
(bet happen)=0.05405405405405406
(sunda forev)=0.6666666666666666
(japan gigihadid)=0.5
(stick butterfli)=0.4
(jono friend)=0.6666666666666666
(find artist)=0.3333333333333333
(odd im)=0.3333333333333333
(start morn)=0.125
(smash singl)=0.25
(babi news)=0.2222222222222222
(im read)=0.012422360248447204
(awesomeaverag agre)=1.0
(care pluto)=0.18181818181818182
(tmhiilo hey)=1.0
(loan ill)=0.3333333333333333
(pop cool)=0.125
(levi parent)=0.041666666666666664
(date mango)=0.2857142857142857
(u mango)=9.386733416770963E-4
(stadium rn)=0.15384615384615385
(thank bitch)=0.041666666666666664
(levi got)=0.01639344262295082
(fun year)=0.05263157894736842
(caetanoburrito diego)=1.0
(fantasi strawberri)=0.6666666666666666
(road didnt)=0.3333333333333333
(energi fantast)=0.6666666666666666
(sneaker girlfriend)=0.6666666666666666
(sell rag)=0.3333333333333333
(whos date)=0.08
(foul rag)=1.0
(woah averag)=1.0
(summer consist)=0.1
(ginger juic)=0.6666666666666666
(dick hard)=1.0
(sell car)=0.4
(café lamour)=0.6666666666666666
(lol gotta)=0.05555555555555555
(univers bed)=0.6666666666666666
(caissepopulair account)=0.6666666666666666
(rais fund)=0.4
(mango smoothie—)=0.0055248618784530384
(got realli)=0.03636363636363636
(know mango)=0.08333333333333333
(moviequotesforprogramm want)=0.6666666666666666
(lol salt)=0.09090909090909091
(membership site)=0.6666666666666666
(del mont)=0.06896551724137931
(lol thank)=0.06896551724137931
(happen hotel)=0.11764705882352941
(god ur)=0.08695652173913043
(tshirt ade)=0.2857142857142857
(retail polit)=0.6666666666666666
(guess cheaper)=0.003780718336483932
(actor guess)=0.2
(levisgirlxx aww)=0.2857142857142857
(fold act)=0.5
(shit look)=0.08333333333333333
(unit state)=0.2857142857142857
(go ahead)=0.002857142857142857
(jean wine)=0.2857142857142857
(acr guess)=0.4
(chanc im)=0.18181818181818182
(day hate)=0.015151515151515152
(masterpiec argento)=0.6666666666666666
(box california)=0.15384615384615385
(face prblms)=0.2857142857142857
(kardashianreact handl)=1.0
(luci love)=0.5
(men clean)=0.05
(kit thrift)=0.2222222222222222
(im listen)=0.008620689655172414
(guess better)=0.005338078291814947
(oxyshr yummi)=0.6666666666666666
(throw away)=0.2857142857142857
(reach moon)=0.3333333333333333
(bad qualiti)=0.1
(herbalif supplement)=0.4
(outsid window)=0.4
(come loui)=0.06896551724137931
(peach cobbler)=0.25
(banner say)=0.6666666666666666
(hoyahollywood pretti)=0.6666666666666666
(ull im)=0.09090909090909091
(today trick)=0.05405405405405406
(intercept presenc)=0.5
(smile hope)=0.16666666666666666
(mango tango)=0.004016064257028112
(perfect bc)=0.2
(forev forev)=0.06451612903225806
(frozen yoghurt)=0.5
(day god)=0.014492753623188406
(miss miss)=0.044444444444444446
(sandra cisneross)=0.6666666666666666
(levi commi)=0.01092896174863388
(sticki rice)=0.6666666666666666
(jalainaros guess)=1.0
(sfa softbal)=0.3333333333333333
(ruchikasen sorri)=1.0
(green chilli)=0.25
(sleep insid)=0.08695652173913043
(club direct)=0.5
(batata india)=0.6666666666666666
(note book)=0.5
(miley cyrus)=0.6666666666666666
(naturebox im)=0.6666666666666666
(juici mango)=0.6666666666666666
(mango mule)=0.0032679738562091504
(lukeso happi)=0.3333333333333333
(shop cheesecak)=0.10526315789473684
(german dude)=1.0
(guess eager)=0.003134796238244514
(fuggin love)=0.6666666666666666
(thought n)=0.14285714285714285
(tweet vote)=0.08333333333333333
(bibbi stecroix)=0.6666666666666666
(film type)=0.1
(cxlixshley know)=1.0
(man mango)=0.005405405405405406
(main guy)=0.3333333333333333
(hire mécanicien)=0.16666666666666666
(hogan ice)=0.25
(punjab begin)=0.5
(larg fri)=0.6666666666666666
(lemonad bacon)=0.1
(knew peopl)=0.4
(thought said)=0.125
(instead theyll)=0.4
(updat got)=0.3333333333333333
(new dayb)=0.041666666666666664
(speech limit)=0.3333333333333333
(mdfuntimeguy lol)=0.6666666666666666
(hulkhogan hero)=0.4
(lol mango)=0.05263157894736842
(god melanin)=0.09090909090909091
(qhhschoir hairspray)=1.0
(cake mango)=0.07407407407407407
(tell fantast)=0.125
(come true)=0.05555555555555555
(perfect day)=0.2857142857142857
(mango frozen)=0.004608294930875576
(digest ali)=0.5
(death isnt)=0.6666666666666666
(guess ingredi)=0.0035211267605633804
(seger damn)=0.6666666666666666
(selfi foto)=0.4
(post scottish)=0.13333333333333333
(frabicu feel)=1.0
(cwim kinda)=0.6666666666666666
(chicken grill)=0.16666666666666666
(grate biggest)=0.5
(flag half)=1.0
(neyjr inesta)=0.6666666666666666
(tri say)=0.025
(realli juh)=0.05263157894736842
(im nasa)=0.006920415224913495
(love smile)=0.03508771929824561
(yes money)=0.11764705882352941
(tri time)=0.044444444444444446
(wake littl)=0.15384615384615385
(bought caliallygogo)=0.3333333333333333
(boy make)=0.07407407407407407
(love cheesecak)=0.03773584905660377
(freewillbrew tommi)=0.6666666666666666
(new job)=0.04081632653061224
(abl cedar)=0.09090909090909091
(potato lime)=0.5
(box pack)=0.125
(fruit mango)=0.06666666666666667
(women silicon)=0.3333333333333333
(convers craft)=0.6666666666666666
(mango coffe)=0.007407407407407408
(im sure)=0.009708737864077669
(garyin cours)=0.6666666666666666
(u skip)=7.590132827324478E-4
(u wasnt)=6.743088334457181E-4
(mango time)=0.006666666666666667
(old final)=0.04878048780487805
(mango drunken)=0.0035650623885918
(xtcs rag)=0.6666666666666666
(recip healthbenefit)=0.25
(bone outsid)=0.047619047619047616
(love ladi)=0.03125
(cut thumb)=0.05
(strawberri mango)=0.4
(live past)=0.14285714285714285
(th guess)=0.0021598272138228943
(look vidcon)=0.047619047619047616
(europ just)=0.6666666666666666
(time realli)=0.03333333333333333
(hold extrem)=0.2222222222222222
(play guitar)=0.11764705882352941
(dank stanki)=0.4
(better got)=0.08333333333333333
(cutipi ask)=0.6666666666666666
(like pain)=0.03225806451612903
(sex rie)=0.25
(kerosen hire)=1.0
(governor jail)=0.6666666666666666
(score bucket)=0.6666666666666666
(heck guess)=0.09523809523809523
(whos enjoy)=0.13333333333333333
(bhaijaan bb)=0.6666666666666666
(guess today)=0.008968609865470852
(wrap hot)=0.2
(tym saw)=0.5
(look like)=0.05405405405405406
(mango worst)=0.003472222222222222
(terrorist attack)=0.5
(ayeshakiran just)=1.0
(plan parenthood)=0.1111111111111111
(mtvhottest direct)=0.6666666666666666
(fruit drizzl)=0.058823529411764705
(levisskateboard skateboard)=0.6666666666666666
(c develop)=9.438414346389807E-4
(approvisionn levi)=0.6666666666666666
(watch ema)=0.08333333333333333
(dont know)=0.09090909090909091
(come guess)=0.0625
(time guess)=0.041666666666666664
(salsa dolc)=0.2
(ill lay)=0.016666666666666666
(scottish beach)=0.6666666666666666
(québec ontario)=0.6666666666666666
(tropic island)=0.18181818181818182
(new fresh)=0.046511627906976744
(promis ppl)=0.5
(amymthr want)=1.0
(figur tri)=0.3333333333333333
(berber roast)=0.6666666666666666
(intervenantintervenant en)=0.6666666666666666
(new mango)=0.03125
(mango guy)=0.007434944237918215
(tajin cucumb)=0.4
(slgamingcon what)=0.4
(bc lost)=0.4
(sarramango pull)=0.6666666666666666
(develop levi)=0.6666666666666666
(old watch)=0.037037037037037035
(manag like)=0.4
(photo xhodor)=0.09523809523809523
(hes copycat)=0.07142857142857142
(cheeseburg garlic)=0.3333333333333333
(slash nausea)=0.6666666666666666
(resort coral)=0.6666666666666666
(current need)=0.25
(provenancefood primobliv)=0.6666666666666666
(young bumpin)=0.3333333333333333
(femal pit)=0.5
(run compani)=0.1111111111111111
(newneo quaristic)=1.0
(im bout)=0.011695906432748537
(come mango)=0.08
(throwback shoot)=1.0
(dear guess)=0.6666666666666666
(say hi)=0.15384615384615385
(worst theyv)=0.2857142857142857
(king king)=0.1
(thank mscharlotteww)=0.047619047619047616
(darvinasafo knew)=0.6666666666666666
(mango chile)=0.007042253521126761
(mojito right)=0.6666666666666666
(amaz realli)=0.10526315789473684
(babar awan)=0.6666666666666666
(believ year)=0.25
(runewtaway dont)=1.0
(im right)=0.006779661016949152
(celebr mango)=0.2222222222222222
(soccer jersey)=0.4
(amyycx guess)=1.0
(guess hav)=0.005145797598627788
(storey build)=0.6666666666666666
(untraveledlin exact)=1.0
(trufflecottag brand)=1.0
(raw insurg)=0.13333333333333333
(limit celebr)=0.5
(okay let)=0.2
(smoothi dream)=0.08
(tail yup)=0.16666666666666666
(hear sell)=0.08
(pc kefir)=0.14285714285714285
(stand follow)=0.14285714285714285
(guess subtweet)=0.0028011204481792717
(levi want)=0.012048192771084338
(tell guess)=0.2
(hmm good)=0.6666666666666666
(painsomnia slash)=1.0
(levisgirlxx hope)=0.6666666666666666
(les servic)=0.06060606060606061
(that gonna)=0.021505376344086023
(photo andyblakephoto)=0.13333333333333333
(iamjhennjhenn want)=0.6666666666666666
(teekay skhandan)=1.0
(doubt opt)=0.6666666666666666
(happi nationaltequiladay)=0.5
(time ima)=0.043478260869565216
(meet stranger)=0.15384615384615385
(realli good)=0.058823529411764705
(want sex)=0.02531645569620253
(yoifeellik better)=1.0
(guess tell)=0.0028208744710860366
(goodfoodsa time)=0.6666666666666666
(charlotteoryan guess)=0.6666666666666666
(hudsonsbay best)=0.6666666666666666
(madisonpetti woke)=1.0
(anymor neverforgetpluto)=0.18181818181818182
(boat share)=0.5
(friend just)=0.05128205128205128
(news yesterday)=0.25
(love announc)=0.0273972602739726
(taho red)=0.6666666666666666
(damn im)=0.2857142857142857
(game guy)=0.125
(dont exist)=0.18181818181818182
(shes id)=0.2857142857142857
(age base)=0.05263157894736842
(pls didnt)=0.3333333333333333
(offic lhed)=0.2
(wait meant)=0.07407407407407407
(tri spend)=0.03125
(att levi)=0.06666666666666667
(goodgamestudio just)=0.6666666666666666
(cake fairtrad)=0.07407407407407407
(use wear)=0.06451612903225806
(go eat)=0.0037546933667083854
(food morn)=0.1111111111111111
(imghettobarbi day)=0.6666666666666666
(mlsanalyst guess)=1.0
(cloudfanglp rangerruski)=1.0
(limit hire)=0.3333333333333333
(parenthood end)=0.4
(piec shameless)=0.25
(feel like)=0.16666666666666666
(dont want)=0.21428571428571427
(pride problem)=0.6666666666666666
(stand tri)=0.11764705882352941
(die ahead)=0.1111111111111111
(gabeaul guess)=0.6666666666666666
(hell angel)=0.125
(rameshlaus jus)=1.0
(mattestwitt guess)=1.0
(dream start)=0.16666666666666666
(realli know)=0.18181818181818182
(free ship)=0.08
(internet servic)=0.4
(melancholicsad song)=0.6666666666666666
(past year)=0.2857142857142857
(pain teach)=0.1111111111111111
(maggi time)=0.6666666666666666
(make mitchgrassi)=0.06896551724137931
(avocado juic)=0.6666666666666666
(yearsquest make)=0.5
(gaiaonlinetxt wanna)=1.0
(mont mango)=0.2857142857142857
(new guess)=0.05714285714285714
(steve goe)=0.3333333333333333
(arcticoil harper)=0.6666666666666666
(tonight sport)=0.08
(just deal)=0.022727272727272728
(prblms ovr)=0.6666666666666666
(pepsi starbuck)=0.6666666666666666
(smiley actual)=0.6666666666666666
(figur twitter)=0.3333333333333333
(mango tree)=0.015544041450777202
(want pcmeal)=0.02631578947368421
(sweet tea)=0.16666666666666666
(manag doc)=0.4
(vent levi)=0.04
(stringsonlin director)=0.6666666666666666
(send petii)=0.5
(small guess)=0.5
(start look)=0.09523809523809523
(guess shut)=0.002509410288582183
(said big)=0.18181818181818182
(gis degre)=0.6666666666666666
(aww guess)=0.3
(whos go)=0.2222222222222222
(guess reason)=0.003194888178913738
(din du)=0.10526315789473684
(abrupt soo)=0.6666666666666666
(storm rip)=0.4
(plasma oxypropan)=0.6666666666666666
(viewsfrmth secion)=0.5
(okay das)=0.16666666666666666
(drink raspberri)=0.125
(today soccer)=0.058823529411764705
(pc inact)=0.16666666666666666
(contest d)=0.2
(ahh didnt)=0.3333333333333333
(green mango)=0.2857142857142857
(awesom littl)=0.4
(crush eat)=0.4
(push away)=0.6666666666666666
(cherri ice)=0.6666666666666666
(crisp refresh)=0.6666666666666666
(twin pink)=0.3333333333333333
(number p)=0.4
(loui solo)=0.25
(levi wranglerwestern)=0.009950248756218905
(cheaper smoke)=0.6666666666666666
(shadesofread guess)=1.0
(yeeeah guess)=0.6666666666666666
(justbrigiett right)=0.75
(tiger wont)=0.6666666666666666
(van tonyhawk)=0.25
(follow summer)=0.05714285714285714
(roast flatbread)=0.3333333333333333
(just got)=0.041237113402061855
(ok tho)=0.032520325203252036
(new creativ)=0.029411764705882353
(consol instead)=0.6666666666666666
(soon aw)=0.2222222222222222
(size elseteach)=1.0
(ferment milk)=0.6666666666666666
(mango westballz)=0.006134969325153374
(kush afternoon)=0.6666666666666666
(chicano sangriatequila)=0.6666666666666666
(theofficialdsf levi)=1.0
(poverti rag)=0.6666666666666666
(suppos allll)=0.25
(vegan richa)=0.25
(levi couper)=0.05
(garita long)=0.5
(hoo poor)=0.0625
(missmcbx im)=1.0
(duo violetknobel)=0.6666666666666666
(koocybba just)=1.0
(giventofli replac)=1.0
(delici love)=0.11764705882352941
(singl thousand)=0.5
(hotel stay)=0.3333333333333333
(medium zucchini)=0.6666666666666666
(know get)=0.08
(thank write)=0.09523809523809523
(impos ban)=0.3333333333333333
(smoothie— jace)=0.6666666666666666
(talk dor)=0.125
(opinion said)=0.6666666666666666
(adam guess)=0.3333333333333333
(mango dice)=0.007751937984496124
(wait new)=0.09523809523809523
(guesstheaddress discoverireland)=0.6666666666666666
(order mango)=0.4
(drama sad)=0.2857142857142857
(im make)=0.0136986301369863
(road make)=0.4
(natemaingard tri)=1.0
(lmfao lhing)=0.5
(cop told)=0.2857142857142857
(board harder)=0.25
(curri mango)=0.6666666666666666
(nomnom foodporn)=0.6666666666666666
(terrapin fave)=1.0
(met dubsmash)=0.07142857142857142
(chicken curri)=0.2
(despgirl oh)=1.0
(share shoulder)=0.1111111111111111
(foul ragandbon)=0.2
(just stay)=0.015503875968992248
(rum committe)=0.18181818181818182
(podcast world)=0.6666666666666666
(iwannacreatek miley)=1.0
(im crutch)=0.012048192771084338
(japan ican)=0.4
(when time)=0.4
(libat travel)=0.6666666666666666
(duno britishairway)=1.0
(gonna read)=0.1
(friend miss)=0.044444444444444446
(dépanneur levi)=0.6666666666666666
(hes miss)=0.06896551724137931
(went selena)=0.3333333333333333
(mickyurchin cmsci)=1.0
(make second)=0.08333333333333333
(speak vietnames)=0.2
(check steven)=0.1
(gibb cours)=0.6666666666666666
(wont dye)=0.11764705882352941
(download nokia)=0.5
(just broke)=0.016129032258064516
(camerondalla goodnight)=0.09090909090909091
(mmyum yum)=1.0
(product appli)=0.3333333333333333
(jace slam)=0.6666666666666666
(good clean)=0.02631578947368421
(camerondalla wish)=0.09090909090909091
(cupcak fresh)=0.6666666666666666
(bout thegramzfam)=0.1111111111111111
(didnt perform)=0.2857142857142857
(shit guess)=0.16666666666666666
(block oh)=0.5
(goon jus)=0.6666666666666666
(new video)=0.05357142857142857
(help rag)=0.125
(bbq sunflow)=0.6666666666666666
(hear hurt)=0.08695652173913043
(your quit)=0.0625
(knew right)=0.5
(open thibault)=0.16666666666666666
(export eu)=0.16666666666666666
(amandam guess)=0.6666666666666666
(search soccer)=0.4
(use cultur)=0.07407407407407407
(your just)=0.046511627906976744
(finish work)=0.4
(eat shit)=0.029411764705882353
(fear crush)=0.2857142857142857
(favorit ok)=0.2857142857142857
(record brokenthoda)=0.6666666666666666
(stop love)=0.08333333333333333
(pssh hella)=0.6666666666666666
(mango way)=0.004457652303120356
(miss point)=0.041666666666666664
(god someth)=0.08
(butter chicken)=0.08695652173913043
(amandaleefit start)=1.0
(momma gave)=1.0
(roberta pecoraro)=0.6666666666666666
(swimsuit edit)=0.8333333333333334
(opportun guarante)=0.6666666666666666
(mad twitter)=0.08695652173913043
(memon mango)=0.6666666666666666
(mango meet)=0.006191950464396285
(gift bag)=0.6666666666666666
(suppos gator)=0.18181818181818182
(mango arizona)=0.004576659038901602
(like funcreat)=0.020618556701030927
(buy mango)=0.14285714285714285
(colleg kid)=0.6666666666666666
(tea work)=0.04
(smoothblinkaw click)=1.0
(guess thank)=0.0041753653444676405
(cosplay corner)=0.4
(travers river)=1.0
(forev facial)=0.04878048780487805
(got yesterday)=0.05555555555555555
(wont til)=0.3333333333333333
(ill tri)=0.017094017094017096
(grill ham)=0.3333333333333333
(aloha follow)=0.5
(robyn abl)=0.6666666666666666
(juic fresh)=0.08
(boss profil)=1.0
(asain talk)=0.5
(wellsfargo ppact)=0.6666666666666666
(harrystyl new)=0.5
(happen guess)=0.14285714285714285
(let know)=0.04878048780487805
(silicon valey)=0.6666666666666666
(age year)=0.058823529411764705
(sister refus)=0.2857142857142857
(guess problem)=0.00267379679144385
(tweet bless)=0.07142857142857142
(mango peach)=0.004123711340206186
(woke fever)=0.2857142857142857
(risebristol thank)=0.6666666666666666
(wasnt meant)=0.2
(day light)=0.013071895424836602
(tea cold)=0.031746031746031744
(tea green)=0.031746031746031744
(abscbnchannel van)=1.0
(like youtub)=0.03225806451612903
(look pretti)=0.037037037037037035
(haha phone)=0.14285714285714285
(got lone)=0.04081632653061224
(fan nake)=0.06666666666666667
(parkscanada subin)=0.6666666666666666
(hope wake)=0.09523809523809523
(postback stop)=0.6666666666666666
(jason lexi)=1.0
(isnt fun)=0.2222222222222222
(tweet th)=0.09523809523809523
(twelvic riften)=1.0
(matcha spinach)=0.3333333333333333
(cococherrymango fatboyshit)=0.6666666666666666
(lemonad current)=0.08695652173913043
(video better)=0.06896551724137931
(presenc fruit)=0.6666666666666666
(girl eat)=0.06666666666666667
(juici strawberri)=0.4
(mango get)=0.0030581039755351682
(miami amaz)=0.6666666666666666
(hello chicken)=0.3333333333333333
(oy sol)=0.025974025974025976
(old coincid)=0.06666666666666667
(come say)=0.05714285714285714
(littl mango)=0.125
(chancesplay nowplay)=1.0
(corner command)=0.6666666666666666
(come sat)=0.08695652173913043
(elyarfox follow)=1.0
(know got)=0.06060606060606061
(lone ticket)=0.3333333333333333
(outfit windsor)=0.4
(love persona)=0.023529411764705882
(got chicken)=0.04878048780487805
(truck didnt)=0.5
(today pancak)=0.08333333333333333
(grain hard)=0.3333333333333333
(leg guess)=0.2857142857142857
(onedirect concert)=0.6666666666666666
(congrat just)=0.6666666666666666
(tri crisp)=0.0392156862745098
(park sick)=0.1111111111111111
(camftflor im)=1.0
(inat mango)=0.2
(bought lifetim)=0.2222222222222222
(glim ahh)=1.0
(fuck rag)=0.1
(tea passion)=0.031746031746031744
(flashback model)=0.5
(alfr walli)=0.6666666666666666
(nation tequila)=0.2222222222222222
(got ticket)=0.044444444444444446
(n thevoic)=4.316857327865314E-4
(behindthescen mua)=0.6666666666666666
(forget abt)=0.4
(go end)=0.0024154589371980675
(sara jeremi)=0.4
(chef zone)=0.5
(frog dip)=0.6666666666666666
(got hair)=0.05714285714285714
(ia leav)=0.013157894736842105
(u frm)=8.206811653672548E-4
(firkin tomorrow)=1.0
(tomorrow pm)=0.07407407407407407
(crack emoji)=0.2857142857142857
(bottl transili)=0.2857142857142857
(theyll bring)=0.2857142857142857
(austinquinlan light)=1.0
(sashaalexand friend)=1.0
(wood pcs)=0.15384615384615385
(new singl)=0.05128205128205128
(sarahnkotb guess)=0.6666666666666666
(squash ataulfo)=0.6666666666666666
(love appl)=0.017391304347826087
(batteri die)=0.6666666666666666
(st tym)=0.0035587188612099642
(debut hd)=0.25
(mango wood)=0.008522727272727272
(serv like)=0.08333333333333333
(ill entertain)=0.015267175572519083
(tortilla chip)=0.75
(senior guess)=0.6666666666666666
(hibolton provenancefood)=0.6666666666666666
(tweet hail)=0.06666666666666667
(cricket tomorrow)=0.6666666666666666
(guess miss)=0.0025906735751295338
(sign guess)=0.18181818181818182
(fazeberryfruit punch)=0.6666666666666666
(forc dont)=0.6666666666666666
(tropic reez)=0.2857142857142857
(like orang)=0.022222222222222223
(canada arcticoil)=0.2857142857142857
(good mango)=0.04225352112676056
(pop charact)=0.16666666666666666
(aaahhh glass)=1.0
(tropic mango)=0.3333333333333333
