(inspir fam)=0.10526315789473684
(pretti lavend)=0.3333333333333333
(women freepeopl)=0.25
(voguewond toniccloth)=1.0
(shirt grate)=0.07407407407407407
(today gq)=0.05128205128205128
(campaign gigi)=0.125
(ericxwest hm)=0.5
(femalebloggerrt fam)=0.6666666666666666
(rainieminni featur)=0.6666666666666666
(aznsweetielan got)=0.6666666666666666
(minut saw)=1.0
(happi know)=0.1111111111111111
(happi happi)=0.07692307692307693
(good hm)=0.06451612903225806
(shoe final)=0.09090909090909091
(fblogger fashionaddict)=0.1
(lovingros onswayn)=1.0
(earli deliveryhappi)=0.18181818181818182
(onlineshop addict)=0.6666666666666666
(stuff final)=0.25
(way life)=0.04878048780487805
(know obsess)=0.13333333333333333
(freepeopl pant)=0.0111731843575419
(wiwt rock)=1.0
(ladi night)=0.5
(denim button)=0.04918032786885246
(freepeopl romper)=0.04
(love blue)=0.008368200836820083
(start fall)=0.2222222222222222
(just keep)=0.03333333333333333
(neutral taup)=0.6666666666666666
(lovin hm)=0.16666666666666666
(today fam)=0.029411764705882353
(like forev)=0.03508771929824561
(like miley)=0.04
(like pant)=0.04081632653061224
(barbara fault)=0.6666666666666666
(top shopparkandmadison)=0.045454545454545456
(loafer crush)=0.6666666666666666
(wasnt levi)=0.6666666666666666
(campaign rag)=0.1111111111111111
(endofseason summer)=0.6666666666666666
(devot moment)=0.6666666666666666
(yesterday fun)=0.13333333333333333
(maci levi)=0.42857142857142855
(hm leed)=0.005420054200542005
(catch snag)=0.6666666666666666
(bought crop)=0.15384615384615385
(food drink)=0.25
(gilt fam)=0.5
(guess campaign)=0.058823529411764705
(white delaney)=0.07142857142857142
(word better)=0.5
(feel like)=0.17647058823529413
(freepeopl check)=0.012121212121212121
(knot favorit)=0.6666666666666666
(visit love)=0.2857142857142857
(fall fashion)=0.06818181818181818
(nordstrom use)=0.13333333333333333
(smash session)=0.6666666666666666
(hm vandawaterfront)=0.0072992700729927005
(learn freepeopl)=0.4
(boyfriendjean vincesay)=0.4
(hm your)=0.005780346820809248
(brickhousemtb keirincutjean)=0.6666666666666666
(draw illustr)=0.3333333333333333
(hm look)=0.015037593984962405
(dear levi)=1.0
(baggu ragbon)=0.6666666666666666
(great number)=0.028169014084507043
(fashcham just)=0.6666666666666666
(pic ana)=0.08333333333333333
(dress soft)=0.027777777777777776
(annafowlerphoto oh)=0.6666666666666666
(flashback eye)=0.6666666666666666
(new guess)=0.017094017094017096
(learn today)=0.5
(stuff girl)=0.18181818181818182
(mango tree)=0.014705882352941176
(light s)=0.1
(ragbon jean)=0.11764705882352941
(anthropologi wildfoxcoutur)=0.6666666666666666
(expens dress)=0.25
(loopjeancompani summer)=0.6666666666666666
(lovecloth highstreet)=0.6666666666666666
(order actual)=0.18181818181818182
(make styleopinion)=0.044444444444444446
(vincesay mule)=0.4
(need win)=0.05263157894736842
(compani tonight)=0.2857142857142857
(onlin raini)=0.2857142857142857
(mango fashbeautylif)=0.028985507246376812
(kurvi girl)=0.6666666666666666
(annual vacat)=0.6666666666666666
(zerouv forev)=0.6666666666666666
(tbyalexanderwang isabel)=0.6666666666666666
(levi boyfriendjean)=0.03389830508474576
(cute new)=0.125
(great food)=0.029850746268656716
(shoe hm)=0.07142857142857142
(look forev)=0.04054054054054054
(ootd brixtonhat)=0.047619047619047616
(stoke love)=0.6666666666666666
(love finger)=0.0071174377224199285
(like hour)=0.02666666666666667
(celebr braid)=0.25
(brand du)=0.13333333333333333
(pant kick)=0.05714285714285714
(freepeopl past)=0.012738853503184714
(jean claudiepierlot)=0.008264462809917356
(love contrast)=0.007782101167315175
(just got)=0.08571428571428572
(oxford shirt)=0.6666666666666666
(ootd weship)=0.09090909090909091
(style wall)=0.03333333333333333
(freepeopl thank)=0.022988505747126436
(get readi)=0.041666666666666664
(nyc shopcayman)=0.5
(vacat goto)=0.5
(compani day)=0.2222222222222222
(saw shirt)=0.5
(night notsobas)=0.044444444444444446
(regular loyal)=0.6666666666666666
(hm final)=0.006153846153846154
(time squar)=0.06060606060606061
(knew levi)=0.6666666666666666
(tonight hm)=0.25
(day thank)=0.01932367149758454
(dress cross)=0.02857142857142857
(new forallmankind)=0.011363636363636364
(freepeopl certain)=0.008438818565400843
(fginyc love)=1.0
(loooov fact)=0.6666666666666666
(rid pair)=0.125
(lanapearllov umamiburg)=0.6666666666666666
(levi favorit)=0.025974025974025976
(better long)=0.1111111111111111
(freepeopl pop)=0.010380622837370242
(prettiest today)=0.6666666666666666
(need freepeopl)=0.044444444444444446
(guess jean)=0.029411764705882353
(wish happi)=0.13333333333333333
(fave onlin)=0.2857142857142857
(socalvaleri forev)=0.6666666666666666
(devour pocket)=0.6666666666666666
(guess hit)=0.05263157894736842
(ragbon aw)=0.01904761904761905
(shade forev)=0.6666666666666666
(long inseam)=0.13333333333333333
(gucci print)=0.5
(short fit)=0.08
(new jean)=0.02158273381294964
(osheaga hmosheaga)=0.4
(spree aso)=0.6666666666666666
(fit rang)=0.02631578947368421
(thepikeoutlet construct)=0.6666666666666666
(hudson missm)=0.2857142857142857
(classic skinni)=0.125
(cute bbdakota)=0.1111111111111111
(booti shophoh)=0.2222222222222222
(thekoopl toniccloth)=0.4
(joyrich mcm)=0.6666666666666666
(riverisland jean)=0.4
(hm fashion)=0.011494252873563218
(size ootd)=0.16666666666666666
(sorri porsch)=0.4
(realli thank)=0.058823529411764705
(bone boot)=0.0625
(ellematthewsmod ironmanmagazin)=1.0
(photo moroccan)=0.047619047619047616
(love summer)=0.005780346820809248
(coachella thank)=0.4
(produc flatter)=0.2857142857142857
(gratitud reason)=0.5
(showmeyourmumu dress)=0.6666666666666666
(late bodyposi)=0.16666666666666666
(tan rag)=0.07692307692307693
(weak think)=0.5
(eye blind)=0.2857142857142857
(inlov fashion)=0.6666666666666666
(day mango)=0.010471204188481676
(kicksusa look)=0.6666666666666666
(fantast night)=0.2
(lotd lovelightlyblog)=0.6666666666666666
(ad s)=0.03626943005181347
(today feel)=0.041666666666666664
(design brand)=0.2857142857142857
(brand like)=0.03773584905660377
(lovecolour style)=0.6666666666666666
(mollyp obsess)=1.0
(transit lovelybirdhat)=0.5
(braid away)=0.2222222222222222
(thejasedean scotthoov)=1.0
(peopl freepeopl)=0.04225352112676056
(colour springgreentshirt)=0.18181818181818182
(tgosingtian wrong)=0.6666666666666666
(pallabitabasu got)=0.6666666666666666
(fam nice)=0.05128205128205128
(freepeopl drink)=0.016260162601626018
(naomikyl daydream)=0.5
(right buy)=0.08333333333333333
(gigihadid thank)=0.4
(jbrandjean louisleeman)=0.2
(thing glamourmag)=0.07692307692307693
(weekend bbw)=0.06060606060606061
(size order)=0.15384615384615385
(major happi)=0.2
(beauti pack)=0.05263157894736842
(dear freepeopl)=0.6666666666666666
(beauti set)=0.05555555555555555
(place dont)=0.10526315789473684
(good pair)=0.041666666666666664
(voguepari love)=0.6666666666666666
(bleu gênes)=0.6666666666666666
(billboard live)=0.4
(let know)=0.05263157894736842
(iron sort)=0.4
(your run)=0.044444444444444446
(serious cute)=0.5
(thing today)=0.05405405405405406
(halliedaili love)=0.6666666666666666
(orang linen)=0.6666666666666666
(skinni midris)=0.07692307692307693
(line come)=0.1111111111111111
(textil recycl)=0.6666666666666666
(mango receiv)=0.015748031496062992
(maker hit)=0.6666666666666666
(popsugarfashion ad)=0.2857142857142857
(damn love)=0.6666666666666666
(htclosangel belt)=0.6666666666666666
(chloeoliverus tank)=0.6666666666666666
(like youtub)=0.02564102564102564
(nicolee blvd)=0.6666666666666666
(sad expens)=0.3333333333333333
(season truereligion)=0.25
(cute fruitprint)=0.09523809523809523
(comfi feel)=0.2857142857142857
(slit dress)=0.6666666666666666
(frey vincesay)=0.6666666666666666
(app phone)=0.020202020202020204
(look fantast)=0.02040816326530612
(fit boyfriend)=0.03125
(jean dnt)=0.00975609756097561
(make awesom)=0.05
(girl night)=0.05714285714285714
(thank tweet)=0.043478260869565216
(joe jean)=0.2222222222222222
(recycl old)=0.2
(local communiti)=0.6666666666666666
(problem freepeopl)=0.6666666666666666
(snag pair)=0.5
(subject line)=0.6666666666666666
(littl mango)=0.125
(cold ass)=0.4
(grey trouser)=0.13333333333333333
(hm love)=0.04060913705583756
(afashionfriend affguessjean)=0.2857142857142857
(pool rollerrabbit)=0.3333333333333333
(got hi)=0.06060606060606061
(food thevegandancergirl)=0.3333333333333333
(outfit weekend)=0.045454545454545456
(love fring)=0.011235955056179775
(gigihadid name)=0.6666666666666666
(pant shoe)=0.05405405405405406
(dont wait)=0.5
(reveal exclus)=0.6666666666666666
(advanc plan)=0.6666666666666666
(breezi dress)=0.6666666666666666
(tidal creek)=0.5
(levi expand)=0.012195121951219513
(avail hm)=0.16666666666666666
(excit join)=0.11764705882352941
(gotang hm)=0.6666666666666666
(cue thestylishfoodi)=1.0
(beauti cheer)=0.0625
(sale just)=0.05405405405405406
(ragbon mule)=0.029411764705882353
(stop singl)=0.125
(ootd lotd)=0.07407407407407407
(freepeopl sweater)=0.043478260869565216
(pippenfun backtoschoolalreadi)=0.6666666666666666
(lovemeadowhal just)=0.6666666666666666
(dowchem congrat)=1.0
(love shop)=0.009259259259259259
(topshop levi)=0.5
(got maxi)=0.02631578947368421
(sweater im)=0.11764705882352941
(globalgarcon forev)=0.6666666666666666
(look guess)=0.013605442176870748
(ton dress)=0.041666666666666664
(photo look)=0.08
(love shoe)=0.008333333333333333
(scoop new)=0.6666666666666666
(shaker pair)=0.6666666666666666
(packag week)=0.3333333333333333
(mango seen)=0.01652892561983471
(hat good)=0.022988505747126436
(daytim wear)=0.6666666666666666
(talk gorgeous)=0.5
(floppi brim)=0.6666666666666666
(bley hm)=1.0
(carri michaelstarsinc)=0.5
(need dress)=0.04878048780487805
(dress fashion)=0.021739130434782608
(prefallfashion ragandbon)=0.6666666666666666
(hour till)=0.5
(elev night)=0.5
(ragandbon newburi)=0.1111111111111111
(figur perfect)=0.6666666666666666
(love earli)=0.011494252873563218
(sued pair)=0.4
(instal ss)=0.2857142857142857
(ring fashion)=0.05555555555555555
(delaney bag)=0.6666666666666666
(fam jean)=0.12121212121212122
(beauti welcom)=0.06451612903225806
(thenglennsaid lolitta)=0.5
(ragbon love)=0.03125
(tough task)=0.6666666666666666
(freepeopl bold)=0.007874015748031496
(pari perfect)=0.3333333333333333
(denim short)=0.05
(star ragbon)=0.08333333333333333
(tell hmlife)=0.06666666666666667
(colour fameu)=0.25
(like shop)=0.029411764705882353
(vega sweetdeal)=0.4
(latean easypeasi)=0.6666666666666666
(ragbon s)=0.11538461538461539
(day hm)=0.011764705882352941
(white blous)=0.21052631578947367
(today caus)=0.038461538461538464
(littl scare)=0.14285714285714285
(springgreentshirt anotheroutfitchang)=0.4
(moment walk)=0.3333333333333333
(wrong chic)=0.5
(forev combatboot)=0.010869565217391304
(best store)=0.07692307692307693
(brand top)=0.0625
(liketosurf tshirt)=0.6666666666666666
(sneaker brother)=0.14285714285714285
(barbipallina thank)=1.0
(nikesportswear tnatlov)=0.6666666666666666
(sued mini)=0.5
(hmlife week)=0.18181818181818182
(favorit tunic)=0.04878048780487805
(shop cart)=0.020833333333333332
(color give)=0.10526315789473684
(sexi comfi)=0.25
(featur ragbon)=0.09090909090909091
(fam love)=0.06451612903225806
(got buzzin)=0.03225806451612903
(freepeopl blous)=0.022727272727272728
(like colour)=0.03076923076923077
(instor parti)=0.5
(look awesom)=0.03333333333333333
(rayban magentaflashpink)=0.6666666666666666
(gorgeous omg)=0.08
(sure stop)=0.5
(forev myntra)=0.007434944237918215
(louboutinworld wedg)=0.6666666666666666
(shoe publicdesir)=0.08333333333333333
(cute item)=0.11764705882352941
(beauti neutral)=0.045454545454545456
(skit pure)=0.5
(shopmcr head)=1.0
(new nordstrom)=0.01904761904761905
(screen display)=0.15384615384615385
(fav moiraputsch)=0.03225806451612903
(mango better)=0.03389830508474576
(worldswimsuitsa fitnessgurl)=0.6666666666666666
(phone bigger)=0.3333333333333333
(kslat definit)=1.0
(loop infrastructur)=0.4
(freepeopl boot)=0.019417475728155338
(jean liketosurf)=0.009009009009009009
(road worth)=0.18181818181818182
(shop fam)=0.025974025974025976
(sale great)=0.04081632653061224
(spot gorgeous)=0.5
(birthday lanapearllov)=0.125
(mall sydney)=0.125
(vanselow work)=0.6666666666666666
(freepeopl exist)=0.014184397163120567
(voguemagazin k)=0.6666666666666666
(constant onlin)=1.0
(shop fav)=0.019417475728155338
(peopl check)=0.010135135135135136
(pretti freakin)=0.09523809523809523
(favourit cloth)=0.2
(jean featur)=0.009852216748768473
(obsess earcuff)=0.16666666666666666
(levi store)=0.0111731843575419
(summer flare)=0.05263157894736842
(event sale)=0.6666666666666666
(ill send)=0.030303030303030304
(kete concept)=0.3333333333333333
(freepeopl se)=0.046511627906976744
(free soul)=0.010471204188481676
(nordstrom ragbon)=0.11764705882352941
(mango fit)=0.022727272727272728
(readi open)=0.25
(stretchi skinni)=0.6666666666666666
(tomorrow im)=0.25
(fam thenaomikyl)=0.017543859649122806
(women son)=0.16666666666666666
(doesnt hang)=0.3333333333333333
(favourit new)=0.18181818181818182
(sweater hm)=0.08695652173913043
(mango great)=0.015625
(fashion haul)=0.013513513513513514
(skinni grey)=0.05714285714285714
(line like)=0.1111111111111111
(forev sunglasswarehs)=0.007662835249042145
(hear rag)=0.3333333333333333
(today birthday)=0.030303030303030304
(amykarmin just)=1.0
(ur store)=0.007246376811594203
(petit hm)=0.5
(anniversari sale)=0.6666666666666666
(life place)=0.043478260869565216
(circulareconomi complet)=0.2857142857142857
(winter fashion)=0.6666666666666666
(wendyrost newlookfashion)=1.0
(sound great)=0.4
(awesom free)=0.18181818181818182
(favorit pair)=0.06451612903225806
(bellenboutiqu line)=0.6666666666666666
(mistress need)=0.6666666666666666
(hm stun)=0.006430868167202572
(wild rise)=0.2222222222222222
(€such bargaini)=0.6666666666666666
(fam realli)=0.03389830508474576
(point afford)=0.5
(ass ac)=0.07142857142857142
(cloth order)=0.03571428571428571
(actual got)=0.15384615384615385
(happi thank)=0.06896551724137931
(expensive¿ love)=0.6666666666666666
(shop hm)=0.02564102564102564
(current f)=0.13043478260869565
(rise wreckag)=0.2
(love distress)=0.0057306590257879654
(shop new)=0.021739130434782608
(voguewond topshop)=0.6666666666666666
(afashionfriend guess)=0.3333333333333333
(best subject)=0.05714285714285714
(oystermag freepeopl)=1.0
(love birthday)=0.0070921985815602835
(outfitoftheday louboutinworld)=0.4
(fashion way)=0.025974025974025976
(asosus modernvic)=0.6666666666666666
(birthday enjoy)=0.16666666666666666
(doubl forev)=0.5
(empower fashion)=1.0
(enjoy hbd)=0.18181818181818182
(campaign ragbon)=0.09090909090909091
(fam showcas)=0.028985507246376812
(coffe blast)=0.3333333333333333
(mango floral)=0.019417475728155338
(fit better)=0.03571428571428571
(lot fun)=0.03636363636363636
(hope dont)=0.2222222222222222
(eibinstiletto ootd)=1.0
(white hm)=0.06896551724137931
(light delic)=0.10526315789473684
(pitt st)=0.6666666666666666
(help splurg)=0.25
(shopper time)=0.6666666666666666
(get school)=0.044444444444444446
(new freepeopl)=0.020833333333333332
(levi show)=0.011976047904191617
(freeleebananagirl rainbow)=0.6666666666666666
(gorg display)=0.0625
(rocksbox quartz)=0.6666666666666666
(shop en)=0.01652892561983471
(hbd big)=0.6666666666666666
(send landfil)=0.2222222222222222
(fam braid)=0.016
(fli short)=0.6666666666666666
(needhelp autumn)=0.6666666666666666
(boot colorway)=0.06060606060606061
(newlookfashion just)=0.5
(aso forev)=0.1111111111111111
(jacket wonder)=0.0392156862745098
(bailey alexisbittar)=0.5
(comfi new)=0.6666666666666666
(let model)=0.05
(jean maker)=0.00784313725490196
(love guess)=0.006557377049180328
(look rag)=0.03260869565217391
(like ag)=0.031746031746031744
(sale got)=0.045454545454545456
(sallycebr angieharmon)=1.0
(cloth wast)=0.05
(linen blazer)=0.6666666666666666
(iro jean)=0.2857142857142857
(that freakout)=0.041666666666666664
(shirt zara)=0.07142857142857142
(advic shop)=0.6666666666666666
(nordstrom dedic)=0.1111111111111111
(sale god)=0.05
(mserica goddess)=0.6666666666666666
(skirt fav)=0.0625
(just place)=0.038461538461538464
(nadiaa pari)=1.0
(great nyc)=0.05
(instead grown)=0.5
(free women)=0.008
(restock sale)=0.6666666666666666
(freepeopl lafxx)=0.0425531914893617
(freepeopl madewel)=0.02702702702702703
(frankandeileen chambray)=0.6666666666666666
(hm sale)=0.005970149253731343
(mom momanddht)=0.1111111111111111
(fashbeautylif fashionfademag)=0.5
(success thank)=0.25
(reason smile)=0.5
(industri clean)=0.6666666666666666
(sunni lollapalooza)=0.25
(fam look)=0.01652892561983471
(saw tote)=0.6666666666666666
(cool hat)=0.1111111111111111
(men levi)=0.04878048780487805
(great deal)=0.03076923076923077
(excel interview)=0.5
(cute dress)=0.10526315789473684
(free champagn)=0.00949367088607595
(look day)=0.023809523809523808
(job tomorrow)=0.5
(day result)=0.010582010582010581
(luckybsmith modelnow)=0.6666666666666666
(favorit necklac)=0.045454545454545456
(forev galleria)=0.025974025974025976
(birthday waistcoat)=0.14285714285714285
(just gave)=0.0392156862745098
(cozi sweater)=0.2857142857142857
(forev clearanc)=0.02702702702702703
(shoe mango)=0.07692307692307693
(piec brand)=0.125
(guesshq guess)=0.6666666666666666
(mossimo forev)=0.6666666666666666
(deiracityctr ill)=0.6666666666666666
(backpack carri)=0.6666666666666666
(walk explor)=0.2857142857142857
(denim mini)=0.05084745762711865
(nice post)=0.14285714285714285
(great pair)=0.03125
(just love)=0.08823529411764706
(love best)=0.00980392156862745
(locat yorkvill)=0.5
(new bikini)=0.016129032258064516
(offduti style)=0.6666666666666666
(forev taken)=0.007575757575757576
(half price)=0.3333333333333333
(easypeasi jean)=0.6666666666666666
(come check)=0.14285714285714285
(bought athlet)=0.16666666666666666
(spend money)=0.6
(simpl white)=0.4
(blog post)=0.02666666666666667
(nice fashion)=0.11764705882352941
(soho soooo)=0.6666666666666666
(shop late)=0.02631578947368421
(fall start)=0.05128205128205128
(forallmankind menswear)=0.1
(mall hm)=0.14285714285714285
(sugar ladi)=0.18181818181818182
(guess michaelkor)=0.022988505747126436
(davidbeckhamweb hm)=0.6666666666666666
(doesnt better)=0.16666666666666666
(music osheaga)=0.2857142857142857
(mcr digthecitymcr)=0.25
(im pray)=0.00823045267489712
(isaora alalastyl)=0.6666666666666666
(that perfect)=0.09090909090909091
(love colour)=0.005479452054794521
(went coffe)=0.2857142857142857
(loyal custom)=0.6666666666666666
(arriv best)=0.09090909090909091
(jean that)=0.014492753623188406
(fashion check)=0.02702702702702703
(day rag)=0.026737967914438502
(night coachella)=0.07407407407407407
(fam elev)=0.0111731843575419
(meet boyfriend)=0.3333333333333333
(hm passion)=0.00558659217877095
(playlist time)=0.6666666666666666
(guess boyfit)=0.03333333333333333
(greet fpfys)=0.6666666666666666
(newarriv transit)=0.5
(obsess freepeopl)=0.3
(tonight see)=0.14285714285714285
(shut sideshav)=0.6666666666666666
(angelaedelong hm)=0.6666666666666666
(arrow freepeopl)=0.6666666666666666
(jean weekend)=0.01282051282051282
(freepeopl god)=0.010638297872340425
(forev cfashionista)=0.010471204188481676
(skirt hm)=0.05555555555555555
(think watch)=0.3333333333333333
(goe gorg)=0.2222222222222222
(sandal comment)=0.2222222222222222
(activewear isaora)=0.4
(herconfer day)=0.5
(dress love)=0.030927835051546393
(jordancreektc old)=0.6666666666666666
(jumpsuit mall)=0.10526315789473684
(kete stunt)=0.25
(levi levisjacket)=0.013986013986013986
(newest outfit)=0.3333333333333333
(opportun wait)=0.6666666666666666
(im get)=0.009433962264150943
(bought um)=0.11764705882352941
(program use)=0.6666666666666666
(hm commerci)=0.005291005291005291
(swear levi)=0.2
(new boot)=0.045454545454545456
(lost ootd)=0.6666666666666666
(yes kurvi)=0.1
(digthecitymcr shop)=0.4
(schoolboy blazer)=0.6666666666666666
(built thread)=0.5
(just cami)=0.04
(beauti coat)=0.038461538461538464
(ana isnt)=0.09090909090909091
(happi money)=0.03225806451612903
(post forev)=0.10526315789473684
(pink skirt)=0.14285714285714285
(hope weekend)=0.2857142857142857
(score definit)=0.3333333333333333
(till rock)=0.2
(embrac circulareconomi)=0.4
(ldopemag guess)=0.6666666666666666
(forev major)=0.009569377990430622
(stylish sale)=0.1111111111111111
(flare jean)=0.2857142857142857
(rollerrabbit ragbon)=0.6666666666666666
(ebay like)=0.6666666666666666
(need hmlife)=0.06896551724137931
(want work)=0.09523809523809523
(kerryloux hm)=1.0
(homedepot forev)=0.6666666666666666
(sew goodforev)=1.0
(freepeopl arriv)=0.038461538461538464
(true friend)=0.2
(word explain)=0.6666666666666666
(levi litter)=0.016
(chic look)=0.125
(freepeopl spice)=0.009615384615384616
(live love)=0.09523809523809523
(know freepeopl)=0.09523809523809523
(blazer oxford)=0.2857142857142857
(moment like)=0.2
(ankl sandal)=0.2857142857142857
(hm perfect)=0.007957559681697613
(im tri)=0.013333333333333334
(ill like)=0.03125
(freepeopl locat)=0.0125
(show love)=0.1111111111111111
(vacat ritual)=0.4
(ac hope)=0.008032128514056224
(lace panel)=0.07894736842105263
(pure white)=0.6
(featur guid)=0.11764705882352941
(best pool)=0.07407407407407407
(superstar morganwatkin)=0.6666666666666666
(forev anntaylor)=0.009216589861751152
(bit life)=0.14285714285714285
(favorit free)=0.06060606060606061
(jumper ragbon)=0.4
(shes prettiest)=0.6666666666666666
(teamvic ragbon)=0.6666666666666666
(im absolut)=0.008771929824561403
(girl rock)=0.05
(short cynthia)=0.05405405405405406
(oleorigin yeg)=0.6666666666666666
(tomorrow interest)=0.2857142857142857
(forev hi)=0.017857142857142856
(vision circulareconomi)=0.4
(trip plus)=0.14285714285714285
(urbanoutfitt topshop)=0.4
(sorta extrem)=0.6666666666666666
(unveil giant)=0.6666666666666666
(sharp colorway)=0.75
(grey hm)=0.25
(pouch cute)=0.6666666666666666
(pick fashion)=0.13333333333333333
(forev hm)=0.009615384615384616
(fashion muscl)=0.021505376344086023
(premium denim)=0.75
(realli hard)=0.13333333333333333
(ragandbon tbyalexanderwang)=0.08
(pill sure)=0.6666666666666666
(yb fashion)=0.15384615384615385
(class stylish)=0.11764705882352941
(hartinc forev)=1.0
(debat live)=0.6666666666666666
(freepeopl hump)=0.012269938650306749
(distress jean)=0.2222222222222222
(need new)=0.058823529411764705
(frayedhem bananarepubl)=0.6666666666666666
(slowli realiz)=1.0
(freepeopl expensive¿)=0.017391304347826087
(great fam)=0.05405405405405406
(want forev)=0.09523809523809523
(denim jacket)=0.08064516129032258
(select check)=0.6666666666666666
(sleev maxi)=0.2857142857142857
(overal skirt)=0.4
(freepeopl great)=0.008771929824561403
(prik fbloggersuk)=0.6666666666666666
(cut edg)=0.08695652173913043
(bone sweater)=0.020618556701030927
(freepeopl lillypulitz)=0.01092896174863388
(hm filmmak)=0.00823045267489712
(lynneontheradio ktinher)=1.0
(kudo levi)=1.0
(water includ)=0.25
(vneck tshirt)=0.4
(favorit artist)=0.05128205128205128
(new deliveri)=0.018018018018018018
(men ragbon)=0.041666666666666664
(size weird)=0.2
(discov mango)=0.5
(styleblog ootd)=0.6666666666666666
(happi forev)=0.05128205128205128
(just launch)=0.047619047619047616
(forev order)=0.00819672131147541
(super skinni)=0.2
(hms launch)=0.6666666666666666
(levi thank)=0.07692307692307693
(nuestra fan)=1.0
(shop af)=0.03508771929824561
(mallofamerica maddisonbell)=0.6666666666666666
(autumncashmer cowl)=0.6666666666666666
(im proud)=0.011494252873563218
(meet greet)=0.25
(hm make)=0.006666666666666667
(peopl recycl)=0.006369426751592357
(forev stuff)=0.009615384615384616
(cami mango)=0.3333333333333333
(fam naomi)=0.01904761904761905
(cover businessweek)=0.5
(dexterbrown femalebloggerrt)=0.4
(summer isnt)=0.06060606060606061
(denim brand)=0.08
(im kinda)=0.007905138339920948
(earli deliveri)=0.4
(eye jcpenney)=0.4
(today bought)=0.03278688524590164
(just hm)=0.030303030303030304
(todayibought pair)=1.0
(lace skinni)=0.058823529411764705
(fashion mood)=0.014814814814814815
(effort recycl)=0.6666666666666666
(fam calvinklein)=0.03773584905660377
(look stun)=0.036585365853658534
(instathread machin)=0.6666666666666666
(life better)=0.07407407407407407
(iamsarah sedap)=1.0
(nyc chic)=0.2222222222222222
(aw campaign)=0.03278688524590164
(makeupbyrosexo ootd)=1.0
(fam happi)=0.034482758620689655
(oh know)=0.08333333333333333
(new freefal)=0.011494252873563218
(hm leather)=0.006896551724137931
(maxi need)=0.1111111111111111
(fantast just)=0.25
(ive diy)=0.02702702702702703
(accessori ring)=0.2
(amandaaaq promotersunit)=1.0
(jean like)=0.010810810810810811
(ragbon beauti)=0.0392156862745098
(see standup)=0.14285714285714285
(thewhitecompani whitestuffuk)=0.6666666666666666
(just discov)=0.06060606060606061
(ilynsclosetb look)=1.0
(best denim)=0.11764705882352941
(im lve)=0.013157894736842105
(tbt fun)=0.6666666666666666
(goodi electr)=0.25
(definit head)=0.2222222222222222
(basic carven)=0.4
(pink lace)=0.125
(thesix fashion)=0.6666666666666666
(weather forev)=0.2857142857142857
(love anthropologi)=0.005434782608695652
(pictur gorgeous)=0.3333333333333333
(belov brand)=0.6666666666666666
(realli cute)=0.07142857142857142
(print stand)=0.2
(youll need)=0.6666666666666666
(use app)=0.06896551724137931
(forev biggest)=0.011428571428571429
(new tote)=0.022900763358778626
(parti time)=0.5
(wait open)=0.1
(versatil hm)=0.5
(michaelkor rebeccaminkoff)=0.6666666666666666
(magazin collect)=0.4
(notsobas basic)=0.6666666666666666
(sale fashion)=0.041666666666666664
(dinner yesterday)=0.6666666666666666
(addict needhelp)=0.11764705882352941
(yesterday mall)=0.18181818181818182
(dare flareeveri)=1.0
(paid dress)=0.6666666666666666
(jcrew forallmankind)=0.4
(smile mango)=0.25
(dress look)=0.02247191011235955
(love collect)=0.007220216606498195
(s denim)=0.0012379301807378064
(guy devour)=0.15384615384615385
(babe shut)=0.6666666666666666
(gentl phoebejtonkin)=0.6666666666666666
(go earli)=0.0060790273556231
(jaclynpachicano love)=1.0
(rainbow food)=0.6666666666666666
(piec avail)=0.16666666666666666
(daydream fam)=0.6666666666666666
(item peopl)=0.4
(tonight hmpopup)=0.18181818181818182
(queencolleen pic)=1.0
(broken twill)=0.5
(love readi)=0.011049723756906077
(wish wear)=0.16666666666666666
(pullout thank)=1.0
(fam herconfer)=0.02
(jacket ragbon)=0.05714285714285714
(shop addict)=0.023809523809523808
(lot new)=0.03508771929824561
(dress mango)=0.025
(custom snag)=0.1111111111111111
(best kickoff)=0.08
(thank share)=0.0273972602739726
(colorway freepeopl)=0.4
(bone white)=0.020618556701030927
(fromwhereistand fashion)=0.6666666666666666
(photo davidhickey)=0.11764705882352941
(ragbon ctznsofhuman)=0.03773584905660377
(unpredict weather)=0.6666666666666666
(stopper peopl)=0.5
(got flaunt)=0.04
(best smile)=0.06976744186046512
(live nyc)=0.09090909090909091
(newburi store)=0.4
(appreci wish)=0.5
(omqclir forev)=0.6666666666666666
(shop forev)=0.03333333333333333
(necklac aldo)=0.2857142857142857
(live denim)=0.06896551724137931
(snag usernam)=0.2857142857142857
(post tropic)=0.11764705882352941
(fresh pair)=0.75
(sophieelkus guess)=1.0
(great new)=0.03773584905660377
(levi chicago)=0.012422360248447204
(thing cold)=0.07692307692307693
(travelinbeeblog guess)=1.0
(school shop)=0.2
(liter water)=0.5
(jacket perfect)=0.04878048780487805
(arriv freepeopl)=0.07692307692307693
(fantast compani)=0.2857142857142857
(look stylish)=0.013888888888888888
(aristocrat actress)=0.6666666666666666
(night freepeopl)=0.05405405405405406
(tee shirt)=0.21428571428571427
(skirt zara)=0.08333333333333333
(plus there)=0.4
(s inspir)=0.0015267175572519084
(level jean)=0.4
(host gigihadid)=0.6666666666666666
(danc happi)=0.16666666666666666
